,AGG,AGG,AGG,AGG,AGG,AGG,SPY,SPY,SPY,SPY,SPY,SPY
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,
2014-06-12,108.73999786376953,109.0,108.68000030517578,108.91000366210938,91.69297790527344,1224200,194.69000244140625,194.8000030517578,193.11000061035156,193.5399932861328,169.0613250732422,106350000
2014-06-13,108.75,108.91000366210938,108.70999908447266,108.87999725341797,91.6677017211914,1040900,193.9199981689453,194.32000732421875,193.3000030517578,194.1300048828125,169.5767059326172,82017000
2014-06-16,108.87000274658203,108.95999908447266,108.80000305175781,108.81999969482422,91.61717224121094,1308900,193.88999938964844,194.6999969482422,193.66000366210938,194.2899932861328,169.71646118164062,87424000
2014-06-17,108.76000213623047,108.79000091552734,108.61000061035156,108.62000274658203,91.44880676269531,842300,194.02000427246094,194.97000122070312,193.80999755859375,194.8300018310547,170.1881866455078,84834000
2014-06-18,108.7300033569336,108.91000366210938,108.63999938964844,108.91000366210938,91.69297790527344,504400,194.8300018310547,196.3699951171875,194.39999389648438,196.25999450683594,171.43731689453125,105267000
2014-06-19,109.0,109.02999877929688,108.68000030517578,108.75,91.55828094482422,690000,196.42999267578125,196.60000610351562,195.8000030517578,196.47999572753906,171.62950134277344,85929000
2014-06-20,108.7300033569336,108.94000244140625,108.7300033569336,108.94000244140625,91.71824645996094,690600,196.02999877929688,196.10000610351562,195.6999969482422,195.94000244140625,171.97792053222656,100587000
2014-06-23,108.98999786376953,109.0199966430664,108.83999633789062,108.83999633789062,91.63404846191406,559700,195.99000549316406,196.0500030517578,195.52000427246094,195.8800048828125,171.92527770996094,70611000
2014-06-24,108.95999908447266,109.05000305175781,108.87999725341797,109.02999877929688,91.79398345947266,740800,195.52999877929688,196.5,194.47999572753906,194.6999969482422,170.88954162597656,96237000
2014-06-25,109.19999694824219,109.27999877929688,109.11000061035156,109.18000030517578,91.92031860351562,713700,194.2899932861328,195.77999877929688,194.25,195.5800018310547,171.66195678710938,82782000
2014-06-26,109.25,109.41000366210938,109.25,109.38999938964844,92.09711456298828,673700,195.61000061035156,195.6300048828125,194.1300048828125,195.44000244140625,171.5391082763672,84312000
2014-06-27,109.44999694824219,109.5,109.3499984741211,109.38999938964844,92.09711456298828,668200,194.97999572753906,195.8800048828125,194.88999938964844,195.82000732421875,171.87261962890625,71445100
2014-06-30,109.47000122070312,109.5,109.36000061035156,109.4000015258789,92.10549926757812,1046900,195.6999969482422,196.1699981689453,195.52999877929688,195.72000122070312,171.78480529785156,70201200
2014-07-01,109.11000061035156,109.18000030517578,109.05000305175781,109.06999969482422,91.99250030517578,1038500,196.1999969482422,197.6300048828125,196.1300048828125,197.02999877929688,172.9346466064453,90470000
2014-07-02,108.94000244140625,108.94000244140625,108.69000244140625,108.69000244140625,91.67200469970703,1381400,197.0500030517578,197.47999572753906,196.9600067138672,197.22999572753906,173.11016845703125,52475000
2014-07-03,108.55000305175781,108.66000366210938,108.47000122070312,108.62000274658203,91.61298370361328,634500,197.7899932861328,198.2899932861328,197.63999938964844,198.1999969482422,173.96153259277344,52938800
2014-07-07,108.68000030517578,108.75,108.62000274658203,108.6500015258789,91.63823699951172,1253300,197.82000732421875,197.97999572753906,197.22000122070312,197.50999450683594,173.35589599609375,61696000
2014-07-08,108.83999633789062,108.9800033569336,108.83999633789062,108.87000274658203,91.8238296508789,2024000,197.14999389648438,197.22000122070312,195.75999450683594,196.24000549316406,172.2412109375,108143000
2014-07-09,108.87999725341797,109.04000091552734,108.77999877929688,108.95999908447266,91.89971923828125,785500,196.72999572753906,197.3000030517578,196.30999755859375,197.1199951171875,173.01361083984375,72992000
2014-07-10,109.18000030517578,109.19000244140625,109.01000213623047,109.01000213623047,91.9419174194336,791500,195.22000122070312,196.86000061035156,195.05999755859375,196.33999633789062,172.32899475097656,99040000
2014-07-11,109.16000366210938,109.2699966430664,109.13999938964844,109.16000366210938,92.06841278076172,606800,196.22000122070312,196.75,195.77999877929688,196.61000061035156,172.56602478027344,64243000
2014-07-14,109.11000061035156,109.12999725341797,109.0,109.06999969482422,91.99250030517578,710400,197.61000061035156,197.86000061035156,197.44000244140625,197.60000610351562,173.43490600585938,58658000
2014-07-15,108.98999786376953,109.16000366210938,108.9000015258789,108.93000030517578,91.87445831298828,660200,197.72000122070312,198.10000610351562,196.36000061035156,197.22999572753906,173.11016845703125,111307000
2014-07-16,109.01000213623047,109.05000305175781,108.95999908447266,109.0199966430664,91.95030212402344,725600,198.11000061035156,198.25999450683594,197.4199981689453,197.9600067138672,173.75088500976562,79986400
2014-07-17,109.22000122070312,109.37999725341797,109.12000274658203,109.33999633789062,92.22024536132812,1158400,197.35000610351562,198.10000610351562,195.42999267578125,195.7100067138672,171.77601623535156,145398000
2014-07-18,109.27999877929688,109.33000183105469,109.18000030517578,109.22000122070312,92.11903381347656,543600,196.35000610351562,197.91000366210938,196.24000549316406,197.7100067138672,173.53143310546875,124330000
2014-07-21,109.3499984741211,109.44999694824219,109.26000213623047,109.26000213623047,92.15275573730469,585700,197.08999633789062,197.5,196.42999267578125,197.33999633789062,173.2067413330078,67592000
2014-07-22,109.37999725341797,109.44999694824219,109.27999877929688,109.44000244140625,92.3045654296875,724700,198.00999450683594,198.55999755859375,197.8699951171875,198.1999969482422,173.96153259277344,67678000
2014-07-23,109.5,109.55000305175781,109.41000366210938,109.45999908447266,92.32140350341797,711800,198.5,198.85000610351562,198.10000610351562,198.63999938964844,174.34768676757812,65612000
2014-07-24,109.31999969482422,109.31999969482422,109.12000274658203,109.12000274658203,92.03466796875,853400,198.8300018310547,199.05999755859375,198.4499969482422,198.64999389648438,174.3565216064453,56888000
2014-07-25,109.36000061035156,109.38999938964844,109.26000213623047,109.33000183105469,92.21178436279297,506200,198.08999633789062,198.25999450683594,197.3300018310547,197.72000122070312,173.540283203125,76837000
2014-07-28,109.37000274658203,109.43000030517578,109.2699966430664,109.3499984741211,92.22864532470703,673000,197.75999450683594,198.08999633789062,196.6199951171875,197.8000030517578,173.6104278564453,69259000
2014-07-29,109.44999694824219,109.5199966430664,109.33999633789062,109.45999908447266,92.32140350341797,2977100,198.1699981689453,198.4499969482422,196.9199981689453,196.9499969482422,172.86441040039062,80466000
2014-07-30,109.25,109.29000091552734,109.0199966430664,109.06999969482422,91.99250030517578,1245000,197.64999389648438,197.91000366210938,196.16000366210938,196.97999572753906,172.89073181152344,104222000
2014-07-31,108.9000015258789,109.08999633789062,108.87999725341797,108.93000030517578,91.87445831298828,1066400,195.61000061035156,195.77999877929688,192.97000122070312,193.08999633789062,169.4764404296875,183479000
2014-08-01,108.88999938964844,109.19000244140625,108.76000213623047,109.13999938964844,92.22085571289062,1064400,192.55999755859375,193.75999450683594,191.57000732421875,192.5,168.95860290527344,189261000
2014-08-04,109.19999694824219,109.27999877929688,109.12000274658203,109.12000274658203,92.20399475097656,1496900,192.8699951171875,194.3000030517578,192.0500030517578,193.88999938964844,170.1785888671875,91340000
2014-08-05,109.12000274658203,109.19999694824219,108.94999694824219,109.12000274658203,92.20399475097656,1875100,193.10000610351562,193.60000610351562,191.30999755859375,192.00999450683594,168.52853393554688,152690000
2014-08-06,109.2699966430664,109.2699966430664,109.11000061035156,109.12999725341797,92.21241760253906,708800,191.11000061035156,192.88999938964844,191.0800018310547,192.07000732421875,168.58119201660156,94818000
2014-08-07,109.19000244140625,109.4000015258789,109.0999984741211,109.33999633789062,92.3898696899414,1246500,192.94000244140625,193.1300048828125,190.5500030517578,191.02999877929688,167.66836547851562,135733000
2014-08-08,109.47000122070312,109.62999725341797,109.3499984741211,109.37999725341797,92.42366027832031,1339200,191.4600067138672,193.3699951171875,190.9499969482422,193.24000549316406,169.60809326171875,117014000
2014-08-11,109.4000015258789,109.48999786376953,109.3499984741211,109.38999938964844,92.43209075927734,1632900,193.97000122070312,194.66000366210938,193.7100067138672,193.8000030517578,170.099609375,74544000
2014-08-12,109.44000244140625,109.44000244140625,109.30999755859375,109.33999633789062,92.3898696899414,876000,193.61000061035156,194.14999389648438,192.94000244140625,193.52999877929688,169.8626708984375,73632000
2014-08-13,109.44000244140625,109.56999969482422,109.38999938964844,109.55999755859375,92.57577514648438,3471700,194.2899932861328,195.05999755859375,193.9600067138672,194.83999633789062,171.01243591308594,69047000
2014-08-14,109.6500015258789,109.68000030517578,109.54000091552734,109.62000274658203,92.62645721435547,1072900,195.16000366210938,195.75999450683594,194.97999572753906,195.75999450683594,171.81993103027344,57371000
2014-08-15,109.69999694824219,110.12000274658203,109.5999984741211,109.88999938964844,92.85460662841797,2593200,196.47000122070312,196.64999389648438,194.30999755859375,195.72000122070312,171.78480529785156,139951000
2014-08-18,109.79000091552734,109.81999969482422,109.62000274658203,109.66000366210938,92.6603012084961,1424400,196.8000030517578,197.4499969482422,196.69000244140625,197.36000061035156,173.22430419921875,75424000
2014-08-19,109.76000213623047,109.80000305175781,109.48999786376953,109.51000213623047,92.53348541259766,1820700,197.83999633789062,198.5399932861328,197.44000244140625,198.38999938964844,174.1282958984375,59135000
2014-08-20,109.54000091552734,109.54000091552734,109.36000061035156,109.38999938964844,92.43209075927734,929500,198.1199951171875,199.16000366210938,198.0800018310547,198.9199981689453,174.59349060058594,72763000
2014-08-21,109.4800033569336,109.5999984741211,109.44999694824219,109.58000183105469,92.59265899658203,775600,199.08999633789062,199.75999450683594,198.92999267578125,199.5,175.1025848388672,67791000
2014-08-22,109.52999877929688,109.61000061035156,109.3499984741211,109.55999755859375,92.57577514648438,801900,199.33999633789062,199.69000244140625,198.74000549316406,199.19000244140625,174.8304443359375,76107000
2014-08-25,109.69000244140625,109.69000244140625,109.5199966430664,109.6500015258789,92.65181732177734,3473800,200.13999938964844,200.58999633789062,199.14999389648438,200.1999969482422,175.71693420410156,63855000
2014-08-26,109.7300033569336,109.7300033569336,109.61000061035156,109.66000366210938,92.6603012084961,543400,200.3300018310547,200.82000732421875,200.27999877929688,200.3300018310547,175.8310546875,47298000
2014-08-27,109.7300033569336,109.8499984741211,109.69999694824219,109.80000305175781,92.7785415649414,866100,200.42999267578125,200.57000732421875,199.94000244140625,200.25,175.76089477539062,47874000
2014-08-28,109.95999908447266,110.05000305175781,109.88999938964844,110.0199966430664,92.9644775390625,1123700,199.58999633789062,200.27000427246094,199.38999938964844,200.13999938964844,175.6642608642578,58330000
2014-08-29,110.0,110.08999633789062,109.94000244140625,109.9800033569336,92.93063354492188,1473300,200.4499969482422,200.72999572753906,199.82000732421875,200.7100067138672,176.16461181640625,65907000
2014-09-02,109.55000305175781,109.62999725341797,109.44999694824219,109.44999694824219,92.64704132080078,1029300,200.97000122070312,201.0,199.86000061035156,200.61000061035156,176.07681274414062,72426000
2014-09-03,109.38999938964844,109.58000183105469,109.37000274658203,109.56999969482422,92.7486343383789,1311700,201.3800048828125,201.41000366210938,200.22000122070312,200.5,175.98023986816406,57462000
2014-09-04,109.44000244140625,109.54000091552734,109.30999755859375,109.43000030517578,92.63018798828125,1308900,200.83999633789062,201.5800018310547,199.66000366210938,200.2100067138672,175.72572326660156,85236000
2014-09-05,109.44000244140625,109.54000091552734,109.29000091552734,109.37000274658203,92.5793685913086,798500,200.1699981689453,201.19000244140625,199.41000366210938,201.11000061035156,176.5156707763672,102177000
2014-09-08,109.48999786376953,109.54000091552734,109.26000213623047,109.26000213623047,92.48622131347656,895300,200.9199981689453,201.2100067138672,200.0,200.58999633789062,176.0592803955078,64146000
2014-09-09,109.16999816894531,109.2300033569336,109.08999633789062,109.11000061035156,92.35926818847656,689500,200.41000366210938,200.5500030517578,198.91000366210938,199.32000732421875,174.94456481933594,88591000
2014-09-10,108.9800033569336,109.01000213623047,108.91000366210938,108.95999908447266,92.23231506347656,974400,199.42999267578125,200.1999969482422,198.77000427246094,200.07000732421875,175.60284423828125,67251000
2014-09-11,109.01000213623047,109.05999755859375,108.83000183105469,108.8499984741211,92.13916778564453,753500,199.27000427246094,200.3300018310547,199.1199951171875,200.3000030517578,175.8047332763672,66774400
2014-09-12,108.69000244140625,108.73999786376953,108.5999984741211,108.62999725341797,91.95294952392578,1327600,200.10000610351562,200.1199951171875,198.55999755859375,199.1300048828125,174.77780151367188,117409300
2014-09-15,108.7300033569336,108.76000213623047,108.58999633789062,108.61000061035156,91.93601989746094,1210800,199.16000366210938,199.32000732421875,198.3800048828125,198.97999572753906,174.6461181640625,76401000
2014-09-16,108.69999694824219,108.7699966430664,108.61000061035156,108.61000061035156,91.93601989746094,851000,198.61000061035156,200.83999633789062,198.5,200.47999572753906,175.96267700195312,116201000
2014-09-17,108.73999786376953,108.83999633789062,108.4800033569336,108.48999786376953,91.83445739746094,707200,200.77000427246094,201.67999267578125,199.75,200.75,176.19970703125,151266000
2014-09-18,108.5,108.55000305175781,108.44999694824219,108.5,91.84293365478516,707600,201.36000061035156,201.85000610351562,201.10000610351562,201.82000732421875,177.1388397216797,94990000
2014-09-19,108.55999755859375,108.7300033569336,108.51000213623047,108.68000030517578,91.99526977539062,929900,201.52000427246094,201.89999389648438,200.2899932861328,200.6999969482422,176.9792022705078,121649000
2014-09-22,108.86000061035156,108.91000366210938,108.76000213623047,108.83000183105469,92.12224578857422,592400,200.35000610351562,200.3800048828125,198.72999572753906,199.14999389648438,175.61241149902344,125553000
2014-09-23,108.91000366210938,108.94999694824219,108.83000183105469,108.93000030517578,92.20695495605469,705200,198.42999267578125,199.25999450683594,197.9499969482422,198.00999450683594,174.60714721679688,111393000
2014-09-24,109.08000183105469,109.08000183105469,108.83999633789062,108.86000061035156,92.14764404296875,836700,198.0399932861328,199.69000244140625,197.52000427246094,199.55999755859375,175.97396850585938,107276000
2014-09-25,108.9800033569336,109.0999984741211,108.9800033569336,109.06999969482422,92.32543182373047,1161900,199.0399932861328,199.0500030517578,196.27000427246094,196.33999633789062,173.13453674316406,150300000
2014-09-26,109.05999755859375,109.08999633789062,108.87999725341797,109.05999755859375,92.31694030761719,1729500,196.6999969482422,198.38999938964844,196.4199981689453,197.89999389648438,174.5101776123047,103547000
2014-09-29,109.16000366210938,109.23999786376953,109.05999755859375,109.18000030517578,92.41854858398438,7243700,196.1999969482422,197.88999938964844,196.0500030517578,197.5399932861328,174.19271850585938,95112000
2014-09-30,109.19000244140625,109.27999877929688,109.08999633789062,109.11000061035156,92.35926818847656,2335400,197.69000244140625,198.3000030517578,196.61000061035156,197.02000427246094,173.7342071533203,131302000
2014-10-01,109.19999694824219,109.54000091552734,109.19999694824219,109.52999877929688,92.87566375732422,6605200,196.6999969482422,196.77000427246094,193.91000366210938,194.35000610351562,171.3797149658203,177798000
2014-10-02,109.55999755859375,109.62999725341797,109.3499984741211,109.3499984741211,92.72303009033203,4826800,194.17999267578125,195.05999755859375,192.35000610351562,194.3800048828125,171.40621948242188,157285000
2014-10-03,109.30999755859375,109.36000061035156,109.19999694824219,109.30000305175781,92.68065643310547,2928900,195.67999267578125,196.94000244140625,195.0800018310547,196.52000427246094,173.29331970214844,121569000
2014-10-06,109.4000015258789,109.55000305175781,109.30999755859375,109.4000015258789,92.76546478271484,2145800,197.33999633789062,197.60000610351562,195.5800018310547,196.2899932861328,173.0904083251953,104778000
2014-10-07,109.61000061035156,109.8499984741211,109.55999755859375,109.81999969482422,93.12156677246094,2328400,195.27999877929688,195.72000122070312,193.22000122070312,193.25999450683594,170.4185791015625,147913000
2014-10-08,109.9000015258789,110.13999938964844,109.68000030517578,110.12999725341797,93.38443756103516,2477900,193.3699951171875,196.9199981689453,192.36000061035156,196.63999938964844,173.39906311035156,186461000
2014-10-09,110.06999969482422,110.06999969482422,109.87000274658203,109.91000366210938,93.1978530883789,1502800,196.3300018310547,196.60000610351562,192.5800018310547,192.74000549316406,169.96002197265625,210705000
2014-10-10,109.95999908447266,110.02999877929688,109.87000274658203,109.98999786376953,93.26570129394531,1734400,192.69000244140625,193.64999389648438,190.49000549316406,190.5399932861328,168.02005004882812,221909000
2014-10-13,110.1500015258789,110.33999633789062,110.04000091552734,110.30999755859375,93.53706359863281,1098500,190.4600067138672,191.14999389648438,187.3000030517578,187.41000366210938,165.260009765625,230939000
2014-10-14,110.5,110.58000183105469,110.27999877929688,110.55999755859375,93.74905395507812,3518500,188.4199981689453,189.82000732421875,187.0399932861328,187.6999969482422,165.51571655273438,215847000
2014-10-15,111.19999694824219,112.08000183105469,110.62999725341797,110.76000213623047,93.91864013671875,2275400,185.16000366210938,187.69000244140625,181.9199981689453,186.42999267578125,164.39578247070312,380715000
2014-10-16,111.0,111.1500015258789,110.54000091552734,110.66999816894531,93.84233093261719,1792900,183.05999755859375,187.5800018310547,182.88999938964844,186.27000427246094,164.25474548339844,270391000
2014-10-17,110.51000213623047,110.6500015258789,110.4000015258789,110.5199966430664,93.71517181396484,2065800,188.4199981689453,189.75,187.6199951171875,188.47000122070312,166.19467163085938,214625000
2014-10-20,110.69000244140625,110.7300033569336,110.56999969482422,110.6500015258789,93.82537841796875,1518300,188.1300048828125,190.4499969482422,188.07000732421875,190.3000030517578,167.80838012695312,130011000
2014-10-21,110.55000305175781,110.68000030517578,110.48999786376953,110.55000305175781,93.74056243896484,2625000,191.67999267578125,194.1999969482422,191.47999572753906,194.07000732421875,171.13284301757812,154949000
2014-10-22,110.5,110.54000091552734,110.4000015258789,110.48999786376953,93.689697265625,3179200,194.41000366210938,194.91000366210938,192.61000061035156,192.69000244140625,169.91595458984375,151822000
2014-10-23,110.36000061035156,110.36000061035156,110.12999725341797,110.2300033569336,93.46924591064453,1863100,194.6199951171875,196.1999969482422,194.25999450683594,194.92999267578125,171.8911895751953,154944000
2014-10-24,110.2699966430664,110.3499984741211,110.1500015258789,110.2699966430664,93.5031509399414,1188900,195.25,196.49000549316406,194.49000549316406,196.42999267578125,173.2139129638672,117927000
2014-10-27,110.27999877929688,110.33000183105469,110.19000244140625,110.30999755859375,93.53706359863281,1073100,195.72999572753906,196.4499969482422,195.02999877929688,196.16000366210938,172.975830078125,82954000
2014-10-28,110.20999908447266,110.25,110.0999984741211,110.13999938964844,93.39288330078125,1128600,196.82000732421875,198.4199981689453,196.72999572753906,198.41000366210938,174.95989990234375,106736000
2014-10-29,110.02999877929688,110.16000366210938,109.8499984741211,109.9000015258789,93.18940734863281,1591000,198.5500030517578,199.1199951171875,196.8000030517578,198.11000061035156,174.6953582763672,142557000
2014-10-30,110.05000305175781,110.19000244140625,110.02999877929688,110.08000183105469,93.3420639038086,2479500,197.5800018310547,199.9499969482422,197.39999389648438,199.3800048828125,175.8152618408203,113330000
2014-10-31,109.93000030517578,110.08000183105469,109.9000015258789,110.08000183105469,93.3420639038086,3145100,201.77999877929688,201.82000732421875,200.77000427246094,201.66000366210938,177.82577514648438,146903000
2014-11-03,109.83000183105469,109.8499984741211,109.55999755859375,109.68000030517578,93.16535949707031,2282400,201.9199981689453,202.4499969482422,201.30999755859375,201.77000427246094,177.92279052734375,93600000
2014-11-04,109.69999694824219,109.86000061035156,109.66999816894531,109.69000244140625,93.17384338378906,2346300,201.22999572753906,201.60000610351562,200.05999755859375,201.07000732421875,177.3055419921875,93343000
2014-11-05,109.6500015258789,109.73999786376953,109.58999633789062,109.7300033569336,93.20787048339844,2699600,202.5399932861328,202.58999633789062,201.4499969482422,202.33999633789062,178.42543029785156,91709000
2014-11-06,109.5199966430664,109.66999816894531,109.5,109.54000091552734,93.04644775390625,1391400,202.38999938964844,203.25999450683594,201.63999938964844,203.14999389648438,179.13966369628906,107089000
2014-11-07,109.61000061035156,109.91999816894531,109.5999984741211,109.91000366210938,93.3606948852539,1661400,203.1699981689453,203.60000610351562,202.61000061035156,203.33999633789062,179.30718994140625,89540000
2014-11-10,109.9000015258789,109.91000366210938,109.6500015258789,109.6500015258789,93.13984680175781,846900,203.3800048828125,204.0399932861328,203.1300048828125,203.97999572753906,179.87156677246094,66319000
2014-11-11,109.66000366210938,109.70999908447266,109.58999633789062,109.69999694824219,93.182373046875,1138500,204.05999755859375,204.30999755859375,203.64999389648438,204.17999267578125,180.04794311523438,54499400
2014-11-12,109.73999786376953,109.87999725341797,109.66000366210938,109.70999908447266,93.19081115722656,1123700,203.35000610351562,204.24000549316406,203.30999755859375,203.9600067138672,179.85398864746094,90120300
2014-11-13,109.75,109.80000305175781,109.66000366210938,109.76000213623047,93.23330688476562,860800,204.16000366210938,204.8300018310547,203.2100067138672,204.19000244140625,180.05673217773438,85357900
2014-11-14,109.68000030517578,109.94000244140625,109.63999938964844,109.86000061035156,93.31822204589844,1073000,204.10000610351562,204.49000549316406,203.72000122070312,204.24000549316406,180.1008758544922,80417500
2014-11-17,109.95999908447266,109.95999908447266,109.72000122070312,109.7300033569336,93.20787048339844,1403000,203.85000610351562,204.5800018310547,203.64999389648438,204.3699951171875,180.21548461914062,80441000
2014-11-18,109.81999969482422,109.87999725341797,109.7699966430664,109.83000183105469,93.29277801513672,1318400,204.44000244140625,205.9199981689453,204.44000244140625,205.5500030517578,181.25601196289062,76068100
2014-11-19,109.68000030517578,109.83999633789062,109.55999755859375,109.56999969482422,93.07189178466797,1361800,205.30999755859375,205.5500030517578,204.3000030517578,205.22000122070312,180.96502685546875,82373000
2014-11-20,109.87000274658203,109.93000030517578,109.69000244140625,109.7699966430664,93.24180603027344,1155800,204.25999450683594,205.7100067138672,204.17999267578125,205.5800018310547,181.282470703125,72840300
2014-11-21,109.91999816894531,109.95999908447266,109.83999633789062,109.9000015258789,93.35226440429688,1295000,207.63999938964844,207.83999633789062,205.97999572753906,206.67999267578125,182.25247192382812,142327300
2014-11-24,109.8499984741211,110.04000091552734,109.83999633789062,109.94000244140625,93.38622283935547,1355100,207.1699981689453,207.38999938964844,206.91000366210938,207.25999450683594,182.763916015625,65880800
2014-11-25,109.95999908447266,110.22000122070312,109.95999908447266,110.18000030517578,93.59008026123047,3187700,207.5399932861328,207.7899932861328,206.8000030517578,207.11000061035156,182.63157653808594,79108300
2014-11-26,110.33000183105469,110.33999633789062,110.23999786376953,110.2699966430664,93.66654205322266,1205700,207.2899932861328,207.75999450683594,207.02999877929688,207.63999938964844,183.09896850585938,62167800
2014-11-28,110.43000030517578,110.62000274658203,110.4000015258789,110.61000061035156,93.955322265625,2072800,207.49000549316406,207.8699951171875,206.91000366210938,207.1999969482422,182.7110137939453,57890100
2014-12-01,110.5999984741211,110.5999984741211,110.08000183105469,110.08000183105469,93.74412536621094,2811700,206.39999389648438,206.5399932861328,205.3800048828125,205.75999450683594,181.44119262695312,103968400
2014-12-02,109.98999786376953,109.98999786376953,109.80999755859375,109.86000061035156,93.5567626953125,1469400,205.80999755859375,207.33999633789062,205.77999877929688,207.08999633789062,182.61399841308594,74507200
2014-12-03,109.83000183105469,109.87000274658203,109.7300033569336,109.76000213623047,93.47161102294922,1998000,207.3000030517578,208.14999389648438,207.10000610351562,207.88999938964844,183.31942749023438,68952000
2014-12-04,109.8499984741211,110.11000061035156,109.77999877929688,110.08999633789062,93.75263977050781,3001700,207.5399932861328,208.27000427246094,206.6999969482422,207.66000366210938,183.1166229248047,91316600
2014-12-05,109.87000274658203,109.94000244140625,109.61000061035156,109.62000274658203,93.3523941040039,3477700,207.8699951171875,208.47000122070312,207.5500030517578,208.0,183.4164276123047,91025500
2014-12-08,109.80999755859375,110.0,109.55999755859375,109.88999938964844,93.5822982788086,984100,207.52000427246094,208.1199951171875,205.92999267578125,206.61000061035156,182.19073486328125,108588200
2014-12-09,110.13999938964844,110.2300033569336,109.94999694824219,110.05999755859375,93.72714233398438,1203000,204.3699951171875,206.60000610351562,203.91000366210938,206.47000122070312,182.06727600097656,125180100
2014-12-10,110.0,110.30999755859375,109.9800033569336,110.25,93.88892364501953,1208000,205.91000366210938,205.97999572753906,202.92999267578125,203.16000366210938,179.1485137939453,159856400
2014-12-11,110.1500015258789,110.2300033569336,110.0199966430664,110.20999908447266,93.85482025146484,1447700,203.8800048828125,206.19000244140625,203.7100067138672,204.19000244140625,180.05673217773438,159012800
2014-12-12,110.5,110.66000366210938,110.30999755859375,110.55999755859375,94.15286254882812,1714100,202.63999938964844,203.82000732421875,200.85000610351562,200.88999938964844,177.1467742919922,202330200
2014-12-15,110.37999725341797,110.54000091552734,110.25,110.26000213623047,93.89742279052734,2540700,201.97999572753906,202.52999877929688,198.77999877929688,199.50999450683594,175.92990112304688,189965800
2014-12-16,110.5999984741211,110.5999984741211,110.31999969482422,110.52999877929688,94.12734985351562,1411700,198.5800018310547,202.39999389648438,197.86000061035156,197.91000366210938,174.5189971923828,259543800
2014-12-17,110.5,110.68000030517578,110.27999877929688,110.38999938964844,94.00811004638672,2167500,198.44000244140625,202.33999633789062,198.2899932861328,201.7899932861328,177.94041442871094,253910100
2014-12-18,110.16999816894531,110.22000122070312,110.05999755859375,110.0999984741211,93.76115417480469,1865800,204.74000549316406,212.97000122070312,203.9199981689453,206.77999877929688,182.3406982421875,257633900
2014-12-19,110.08000183105469,110.37999725341797,110.08000183105469,110.27999877929688,93.91443634033203,1865000,206.42999267578125,207.3300018310547,205.61000061035156,206.52000427246094,183.11647033691406,245084600
2014-12-22,110.3499984741211,110.45999908447266,110.2699966430664,110.44999694824219,94.05921173095703,3827800,206.75,207.47000122070312,206.4600067138672,207.47000122070312,183.95883178710938,148318900
2014-12-23,110.30000305175781,110.38999938964844,109.9000015258789,109.94000244140625,93.62492370605469,2790800,208.1699981689453,208.22999572753906,207.39999389648438,207.75,184.20709228515625,122167900
2014-12-24,109.62999725341797,109.70999908447266,109.45999908447266,109.69000244140625,93.72660064697266,922100,208.02000427246094,208.33999633789062,207.72000122070312,207.77000427246094,184.22482299804688,42963400
2014-12-26,109.72000122070312,109.87000274658203,109.62000274658203,109.73999786376953,93.76931762695312,1124900,208.30999755859375,208.85000610351562,208.25,208.44000244140625,184.8188934326172,57326700
2014-12-29,109.94000244140625,110.05000305175781,109.83000183105469,109.97000122070312,93.96582794189453,2199200,208.22000122070312,208.97000122070312,208.13999938964844,208.72000122070312,185.06719970703125,79643900
2014-12-30,110.19999694824219,110.26000213623047,110.01000213623047,110.08999633789062,94.06836700439453,2069600,208.2100067138672,208.3699951171875,207.50999450683594,207.60000610351562,184.07411193847656,73540800
2014-12-31,110.13999938964844,110.26000213623047,110.0999984741211,110.12000274658203,94.09400939941406,2493900,207.99000549316406,208.19000244140625,205.38999938964844,205.5399932861328,182.24757385253906,130333800
2015-01-02,110.18000030517578,110.5,110.18000030517578,110.43000030517578,94.35892486572266,2090200,206.3800048828125,206.8800048828125,204.17999267578125,205.42999267578125,182.1499786376953,121465900
2015-01-05,110.55999755859375,110.76000213623047,110.4800033569336,110.66999816894531,94.5639877319336,3446200,204.1699981689453,204.3699951171875,201.35000610351562,201.72000122070312,178.86044311523438,169632600
2015-01-06,110.95999908447266,111.3499984741211,110.88999938964844,110.94999694824219,94.80323028564453,3688100,202.08999633789062,202.72000122070312,198.86000061035156,199.82000732421875,177.17578125,209151400
2015-01-07,111.0,111.04000091552734,110.73999786376953,110.93000030517578,94.78612518310547,3984400,201.4199981689453,202.72000122070312,200.8800048828125,202.30999755859375,179.3835906982422,125346700
2015-01-08,110.83999633789062,110.83999633789062,110.62999725341797,110.76000213623047,94.640869140625,2212200,204.00999450683594,206.16000366210938,203.99000549316406,205.89999389648438,182.56674194335938,147217800
2015-01-09,110.88999938964844,111.13999938964844,110.7300033569336,111.02999877929688,94.87158966064453,1322600,206.39999389648438,206.4199981689453,203.50999450683594,204.25,181.10374450683594,158567300
2015-01-12,111.16000366210938,111.26000213623047,111.08000183105469,111.12000274658203,94.94844818115234,2185700,204.41000366210938,204.60000610351562,201.9199981689453,202.64999389648438,179.68504333496094,144396100
2015-01-13,111.1500015258789,111.33000183105469,111.02999877929688,111.1500015258789,94.97413635253906,5537000,204.1199951171875,205.47999572753906,200.50999450683594,202.0800018310547,179.1796417236328,214553300
