,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ,SPY,SPY,SPY,SPY,SPY,SPY
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,
2012-12-31,63.709999084472656,65.25,63.58000183105469,65.12999725341797,60.015037536621094,57544000,139.66000366210938,142.55999755859375,139.5399932861328,142.41000366210938,121.40009307861328,243935200
2013-01-02,66.7300033569336,67.2300033569336,66.4800033569336,67.19999694824219,61.92244338989258,70695900,145.11000061035156,146.14999389648438,144.72999572753906,146.05999755859375,124.5115966796875,192059000
2013-01-03,67.19999694824219,67.33999633789062,66.6500015258789,66.8499984741211,61.599971771240234,47366500,145.99000549316406,146.3699951171875,145.33999633789062,145.72999572753906,124.23030090332031,144761800
2013-01-04,66.87999725341797,66.87999725341797,66.47000122070312,66.62999725341797,61.397212982177734,33972500,145.97000122070312,146.61000061035156,145.6699981689453,146.3699951171875,124.77584838867188,116817700
2013-01-07,66.45999908447266,66.76000213623047,66.25,66.6500015258789,61.41566848754883,26766200,145.85000610351562,146.11000061035156,145.42999267578125,145.97000122070312,124.43488311767578,110002500
2013-01-08,66.63999938964844,66.81999969482422,66.16999816894531,66.5199966430664,61.29587173461914,28734900,145.7100067138672,145.91000366210938,144.97999572753906,145.5500030517578,124.07687377929688,121265100
2013-01-09,66.62000274658203,66.94999694824219,66.55000305175781,66.7699966430664,61.526222229003906,25600300,145.8699951171875,146.32000732421875,145.63999938964844,145.9199981689453,124.39225006103516,90745600
2013-01-10,67.2300033569336,67.2699966430664,66.55000305175781,67.16999816894531,61.89482498168945,37528000,146.72999572753906,147.08999633789062,145.97000122070312,147.0800018310547,125.3811264038086,130735400
2013-01-11,67.13999938964844,67.29000091552734,67.0,67.26000213623047,61.97774887084961,21158600,147.0399932861328,147.14999389648438,146.61000061035156,147.07000732421875,125.37261962890625,113917300
2013-01-14,66.91999816894531,67.1500015258789,66.66999816894531,66.95999908447266,61.70130157470703,36768500,146.88999938964844,147.07000732421875,146.42999267578125,146.97000122070312,125.28733825683594,89567200
2013-01-15,66.62999725341797,66.7300033569336,66.33000183105469,66.62999725341797,61.397212982177734,31675300,146.2899932861328,147.2100067138672,146.1999969482422,147.07000732421875,125.37261962890625,93172600
2013-01-16,66.72000122070312,67.12999725341797,66.5999984741211,66.9000015258789,61.64602279663086,33822300,146.77000427246094,147.27999877929688,146.61000061035156,147.0500030517578,125.35556030273438,104849500
2013-01-17,67.16999816894531,67.4800033569336,67.05999755859375,67.22000122070312,61.940895080566406,32024200,147.6999969482422,148.4199981689453,147.14999389648438,148.0,126.16535186767578,133833500
2013-01-18,67.0199966430664,67.13999938964844,66.7699966430664,67.06999969482422,61.80265426635742,31992000,147.97000122070312,148.49000549316406,147.42999267578125,148.3300018310547,126.44670867919922,169906000
2013-01-22,67.13999938964844,67.2300033569336,66.7300033569336,67.18000030517578,61.90404510498047,32123100,148.3300018310547,149.1300048828125,147.97999572753906,149.1300048828125,127.12865447998047,111797300
2013-01-23,67.55999755859375,67.79000091552734,67.45999908447266,67.58999633789062,62.281829833984375,31975700,149.1300048828125,149.5,148.86000061035156,149.3699951171875,127.333251953125,104596100
2013-01-24,66.66000366210938,67.27999877929688,66.55999755859375,66.66000366210938,61.424861907958984,42596300,149.14999389648438,150.13999938964844,149.00999450683594,149.41000366210938,127.36737823486328,146426400
2013-01-25,66.87000274658203,67.19000244140625,66.73999786376953,67.0,61.73816680908203,39240100,149.8800048828125,150.25,149.3699951171875,150.25,128.08348083496094,147211600
2013-01-28,67.01000213623047,67.37999725341797,66.93000030517578,67.1500015258789,61.876399993896484,32926100,150.2899932861328,150.3300018310547,149.50999450683594,150.07000732421875,127.93000030517578,113357700
2013-01-29,67.06999969482422,67.30999755859375,66.62999725341797,67.16000366210938,61.885616302490234,35554700,149.77000427246094,150.85000610351562,149.6699981689453,150.66000366210938,128.43292236328125,105694400
2013-01-30,67.27999877929688,67.4800033569336,66.87000274658203,67.0199966430664,61.75661849975586,34445000,150.63999938964844,150.94000244140625,149.92999267578125,150.07000732421875,127.93000030517578,137447700
2013-01-31,66.98999786376953,67.3499984741211,66.80999755859375,66.87000274658203,61.618385314941406,34870500,149.88999938964844,150.3800048828125,149.60000610351562,149.6999969482422,127.61457824707031,108975800
2013-02-01,67.33999633789062,67.77999877929688,67.06999969482422,67.66000366210938,62.34632110595703,53120800,150.64999389648438,151.4199981689453,150.38999938964844,151.24000549316406,128.92739868164062,131173000
2013-02-04,67.2699966430664,67.45999908447266,66.45999908447266,66.4800033569336,61.258995056152344,48483700,150.32000732421875,151.27000427246094,149.42999267578125,149.5399932861328,127.4781723022461,159073600
2013-02-05,66.7699966430664,67.66999816894531,66.61000061035156,67.45999908447266,62.16203689575195,35120300,150.35000610351562,151.47999572753906,150.2899932861328,151.0500030517578,128.7654571533203,113912400
2013-02-06,67.23999786376953,67.55000305175781,67.04000091552734,67.23999786376953,61.959320068359375,43593200,150.52000427246094,151.25999450683594,150.41000366210938,151.16000366210938,128.8592071533203,138762800
2013-02-07,67.31999969482422,67.37000274658203,66.55999755859375,67.30000305175781,62.014625549316406,46017900,151.2100067138672,151.35000610351562,149.86000061035156,150.9600067138672,128.68870544433594,162490000
2013-02-08,67.63999938964844,68.12999725341797,67.62999725341797,67.98999786376953,62.650413513183594,39837200,151.22000122070312,151.88999938964844,151.22000122070312,151.8000030517578,129.40476989746094,103133700
2013-02-11,68.02999877929688,68.05999755859375,67.77999877929688,68.01000213623047,62.66885757446289,17650400,151.74000549316406,151.89999389648438,151.38999938964844,151.77000427246094,129.3791961669922,73775000
2013-02-12,67.91999816894531,68.05000305175781,67.66000366210938,67.7300033569336,62.410850524902344,22057900,151.77999877929688,152.3000030517578,151.61000061035156,152.02000427246094,129.59231567382812,65392700
2013-02-13,67.93000030517578,68.2300033569336,67.7699966430664,67.97000122070312,62.632015228271484,23494700,152.3300018310547,152.61000061035156,151.72000122070312,152.14999389648438,129.70310974121094,82322600
2013-02-14,67.66000366210938,68.05000305175781,67.62000274658203,67.94999694824219,62.613582611083984,24478800,151.69000244140625,152.47000122070312,151.52000427246094,152.2899932861328,129.8224639892578,80834300
2013-02-15,67.94000244140625,68.11000061035156,67.55999755859375,67.75,62.42927169799805,25333600,152.42999267578125,152.58999633789062,151.5500030517578,152.11000061035156,129.66905212402344,215226500
2013-02-19,67.87999725341797,68.26000213623047,67.86000061035156,68.23999786376953,62.880775451660156,23436500,152.3699951171875,153.27999877929688,152.16000366210938,153.25,130.64085388183594,95105400
2013-02-20,68.22000122070312,68.25,67.18000030517578,67.19000244140625,61.91324234008789,38200300,153.13999938964844,153.19000244140625,151.25999450683594,151.33999633789062,129.01263427734375,160574800
2013-02-21,66.94000244140625,67.01000213623047,66.2300033569336,66.47000122070312,61.24979019165039,45855600,150.9600067138672,151.4199981689453,149.94000244140625,150.4199981689453,128.22837829589844,183257000
2013-02-22,66.8499984741211,67.1500015258789,66.58999633789062,67.13999938964844,61.867156982421875,21968000,151.14999389648438,151.88999938964844,150.49000549316406,151.88999938964844,129.4815216064453,106356600
2013-02-25,67.56999969482422,67.80999755859375,66.25,66.30999755859375,61.102352142333984,40927600,152.6300048828125,152.86000061035156,149.0,149.0,127.01786041259766,245824800
2013-02-26,66.4000015258789,66.68000030517578,65.95999908447266,66.55999755859375,61.33273696899414,42088800,149.72000122070312,150.1999969482422,148.72999572753906,150.02000427246094,127.88739013671875,186596200
2013-02-27,66.55999755859375,67.6500015258789,66.47000122070312,67.23999786376953,61.959320068359375,36339500,149.88999938964844,152.3300018310547,149.75999450683594,151.91000366210938,129.49855041503906,150781900
2013-02-28,67.25,67.73999786376953,67.08999633789062,67.0999984741211,61.8303108215332,28557300,151.89999389648438,152.8699951171875,151.41000366210938,151.61000061035156,129.24278259277344,126866000
2013-03-01,66.87000274658203,67.5,66.54000091552734,67.37999725341797,62.08832931518555,31617200,151.08999633789062,152.33999633789062,150.41000366210938,152.11000061035156,129.66905212402344,170634800
2013-03-04,67.16000366210938,67.69000244140625,67.06999969482422,67.68000030517578,62.36476135253906,19380500,151.75999450683594,152.9199981689453,151.52000427246094,152.9199981689453,130.35952758789062,99010200
2013-03-05,68.08000183105469,68.7699966430664,68.08000183105469,68.68000030517578,63.28623580932617,35581900,153.66000366210938,154.6999969482422,153.63999938964844,154.2899932861328,131.5274200439453,121431900
2013-03-06,68.88999938964844,68.91000366210938,68.41999816894531,68.51000213623047,63.12958908081055,29071100,154.83999633789062,154.9199981689453,154.16000366210938,154.5,131.7064666748047,94469900
2013-03-07,68.58999633789062,68.80000305175781,68.44999694824219,68.69000244140625,63.29545211791992,21775900,154.6999969482422,154.97999572753906,154.52000427246094,154.77999877929688,131.9451904296875,86101400
2013-03-08,68.91999816894531,69.0199966430664,68.5,68.7699966430664,63.36917495727539,26159900,155.4600067138672,155.64999389648438,154.66000366210938,155.44000244140625,132.50778198242188,123477800
2013-03-11,68.68000030517578,68.98999786376953,68.47000122070312,68.97000122070312,63.55345153808594,23187900,155.32000732421875,156.0399932861328,155.1300048828125,156.02999877929688,133.01071166992188,83746800
2013-03-12,68.7699966430664,68.93000030517578,68.38999938964844,68.72000122070312,63.323097229003906,27575400,155.9199981689453,156.10000610351562,155.2100067138672,155.67999267578125,132.71234130859375,105755800
2013-03-13,68.80999755859375,68.88999938964844,68.38999938964844,68.62999725341797,63.24013900756836,34297300,155.75999450683594,156.1199951171875,155.22999572753906,155.89999389648438,132.89990234375,92550900
2013-03-14,68.87000274658203,69.01000213623047,68.70999908447266,68.86000061035156,63.45209884643555,31530800,156.30999755859375,156.8000030517578,155.91000366210938,156.72999572753906,133.60743713378906,126329900
2013-03-15,68.75,68.79000091552734,68.33999633789062,68.51000213623047,63.275691986083984,30752600,155.85000610351562,156.0399932861328,155.30999755859375,155.8300018310547,133.43106079101562,138601100
2013-03-18,67.87999725341797,68.63999938964844,67.7300033569336,68.36000061035156,63.13714599609375,36163000,154.33999633789062,155.63999938964844,154.1999969482422,154.97000122070312,132.69464111328125,126704300
2013-03-19,68.56999969482422,68.69999694824219,67.62000274658203,68.2300033569336,63.017086029052734,33125100,155.3000030517578,155.50999450683594,153.58999633789062,154.61000061035156,132.38636779785156,167567300
2013-03-20,68.70999908447266,68.86000061035156,68.38999938964844,68.70999908447266,63.460418701171875,28035400,155.52000427246094,155.9499969482422,155.25999450683594,155.69000244140625,133.31118774414062,113759300
2013-03-21,68.08000183105469,68.25,67.7699966430664,67.93000030517578,62.7400016784668,30050800,154.75999450683594,155.63999938964844,154.10000610351562,154.36000061035156,132.17236328125,128605000
2013-03-22,68.20999908447266,68.63999938964844,68.12999725341797,68.58999633789062,63.349571228027344,28837200,154.85000610351562,155.60000610351562,154.72999572753906,155.60000610351562,133.2340850830078,111163600
2013-03-25,68.80999755859375,68.95999908447266,68.01000213623047,68.33999633789062,63.11869430541992,24909800,156.00999450683594,156.27000427246094,154.35000610351562,154.9499969482422,132.67752075195312,151322300
2013-03-26,68.5999984741211,68.7300033569336,68.44999694824219,68.70999908447266,63.460418701171875,19725200,155.58999633789062,156.22999572753906,155.4199981689453,156.19000244140625,133.73931884765625,86856600
2013-03-27,68.23999786376953,68.8499984741211,68.13999938964844,68.80000305175781,63.54351806640625,22539500,155.25999450683594,156.24000549316406,155.0,156.19000244140625,133.73931884765625,99950600
2013-03-28,68.80000305175781,69.05999755859375,68.63999938964844,68.97000122070312,63.700531005859375,23662800,156.08999633789062,156.85000610351562,155.75,156.6699981689453,134.15032958984375,102932800
2013-04-01,69.0199966430664,69.08999633789062,68.30999755859375,68.5,63.266441345214844,28112800,156.58999633789062,156.91000366210938,155.6699981689453,156.0500030517578,133.61944580078125,99194100
2013-04-02,68.83000183105469,69.2699966430664,68.7699966430664,69.04000091552734,63.76517868041992,29431900,156.61000061035156,157.2100067138672,156.3699951171875,156.82000732421875,134.27879333496094,101504300
2013-04-03,69.08000183105469,69.18000030517578,68.23999786376953,68.41000366210938,63.18332290649414,35131200,156.91000366210938,157.02999877929688,154.82000732421875,155.22999572753906,132.91725158691406,154167400
2013-04-04,68.37999725341797,68.5999984741211,68.05999755859375,68.43000030517578,63.20179748535156,32287400,155.42999267578125,156.1699981689453,155.08999633789062,155.86000061035156,133.4567413330078,131885000
2013-04-05,67.3499984741211,67.95999908447266,67.19000244140625,67.86000061035156,62.67533493041992,55610800,153.9499969482422,155.35000610351562,153.77000427246094,155.16000366210938,132.8573455810547,159666000
2013-04-08,67.88999938964844,68.23999786376953,67.69000244140625,68.22000122070312,63.007850646972656,17891600,155.27000427246094,156.22000122070312,154.75,156.2100067138672,133.75645446777344,86571200
2013-04-09,68.4000015258789,68.95999908447266,68.08999633789062,68.68000030517578,63.43270492553711,30931400,156.5,157.32000732421875,155.97999572753906,156.75,134.2188262939453,101922200
2013-04-10,68.91999816894531,70.16999816894531,68.87999725341797,70.0199966430664,64.67031860351562,55271300,157.1699981689453,158.8699951171875,157.1300048828125,158.6699981689453,135.86285400390625,135711100
2013-04-11,69.8499984741211,70.1500015258789,69.7699966430664,69.98999786376953,64.6426010131836,37233600,158.6999969482422,159.7100067138672,158.5399932861328,159.19000244140625,136.30809020996094,110142500
2013-04-12,69.81999969482422,69.98999786376953,69.41000366210938,69.94000244140625,64.59644317626953,32783700,158.67999267578125,159.0399932861328,157.9199981689453,158.8000030517578,135.97412109375,116359900
2013-04-15,69.68000030517578,69.79000091552734,68.4800033569336,68.55999755859375,63.32184600830078,48795800,158.0,158.1300048828125,155.10000610351562,155.1199951171875,132.82308959960938,217259000
2013-04-16,68.94999694824219,69.55000305175781,68.80999755859375,69.47000122070312,64.16233825683594,27682600,156.2899932861328,157.49000549316406,155.91000366210938,157.41000366210938,134.783935546875,147507800
2013-04-17,68.87000274658203,68.88999938964844,67.70999908447266,68.11000061035156,62.906246185302734,60204800,156.2899932861328,156.32000732421875,154.27999877929688,155.11000061035156,132.81459045410156,226834800
2013-04-18,68.29000091552734,68.33000183105469,66.87999725341797,67.16999816894531,62.03806686401367,56798200,155.3699951171875,155.41000366210938,153.5500030517578,154.13999938964844,131.98397827148438,167583200
2013-04-19,67.30000305175781,68.2300033569336,67.19999694824219,68.08999633789062,62.88776397705078,43062800,154.5,155.5500030517578,154.1199951171875,155.47999572753906,133.13134765625,149687600
2013-04-22,68.33000183105469,69.04000091552734,68.08000183105469,68.79000091552734,63.534305572509766,34412100,155.77999877929688,156.5399932861328,154.75,156.1699981689453,133.72222900390625,106553500
2013-04-23,69.18000030517578,69.69999694824219,68.81999969482422,69.44999694824219,64.14385986328125,53078300,156.9499969482422,157.92999267578125,156.1699981689453,157.77999877929688,135.10073852539062,166141300
2013-04-24,69.27999877929688,69.66999816894531,69.12000274658203,69.41999816894531,64.11617279052734,44500700,157.8300018310547,158.3000030517578,157.5399932861328,157.8800048828125,135.18638610839844,96781200
2013-04-25,69.5999984741211,70.05000305175781,69.58999633789062,69.79000091552734,64.4578857421875,26437100,158.33999633789062,159.27000427246094,158.10000610351562,158.52000427246094,135.73439025878906,131060600
2013-04-26,69.62000274658203,69.7699966430664,69.2699966430664,69.56999969482422,64.25471496582031,24079800,158.3300018310547,158.60000610351562,157.72999572753906,158.24000549316406,135.49461364746094,95918800
2013-04-29,69.79000091552734,70.4800033569336,69.76000213623047,70.20999908447266,64.8458023071289,31664000,158.6699981689453,159.64999389648438,158.4199981689453,159.3000030517578,136.40228271484375,88572800
2013-04-30,70.30000305175781,70.7300033569336,70.04000091552734,70.72000122070312,65.31682586669922,30135800,159.27000427246094,159.72000122070312,158.61000061035156,159.67999267578125,136.72764587402344,116010700
2013-05-01,70.73999786376953,70.8499984741211,70.25,70.38999938964844,65.01204681396484,28537200,159.3300018310547,159.41000366210938,158.10000610351562,158.27999877929688,135.5289306640625,138874200
2013-05-02,70.51000213623047,71.43000030517578,70.44999694824219,71.27999877929688,65.83403778076172,31744200,158.67999267578125,159.88999938964844,158.52999877929688,159.75,136.7876434326172,96407600
2013-05-03,71.97000122070312,72.33999633789062,71.91000366210938,72.12000274658203,66.60987091064453,34061700,161.13999938964844,161.8800048828125,159.77999877929688,161.3699951171875,138.1746826171875,144202300
2013-05-06,72.25,72.51000213623047,72.19000244140625,72.4000015258789,66.86848449707031,19244300,161.49000549316406,162.00999450683594,161.4199981689453,161.77999877929688,138.52578735351562,66882100
2013-05-07,72.5199966430664,72.56999969482422,72.08999633789062,72.36000061035156,66.8315200805664,25838100,162.1300048828125,162.64999389648438,161.6699981689453,162.60000610351562,139.2279510498047,90359200
2013-05-08,72.31999969482422,72.7699966430664,72.19999694824219,72.70999908447266,67.15479278564453,24252100,162.4199981689453,163.38999938964844,162.3300018310547,163.33999633789062,139.8615264892578,97419200
2013-05-09,72.56999969482422,73.0999984741211,72.47000122070312,72.61000061035156,67.06244659423828,29337200,163.27000427246094,163.6999969482422,162.47000122070312,162.8800048828125,139.4676971435547,106738600
2013-05-10,72.76000213623047,73.08000183105469,72.62999725341797,73.05000305175781,67.46882629394531,20663700,162.99000549316406,163.5500030517578,162.50999450683594,163.41000366210938,139.92152404785156,103203000
2013-05-13,72.93000030517578,73.31999969482422,72.86000061035156,73.13999938964844,67.55195617675781,29730100,163.1999969482422,163.80999755859375,162.82000732421875,163.5399932861328,140.03277587890625,81843200
2013-05-14,73.16000366210938,73.73999786376953,73.12999725341797,73.5199966430664,67.90291595458984,36009800,163.6699981689453,165.35000610351562,163.6699981689453,165.22999572753906,141.4799041748047,119000900
2013-05-15,73.37999725341797,73.73999786376953,73.19999694824219,73.66999816894531,68.04147338867188,27214400,164.9600067138672,166.4499969482422,164.91000366210938,166.1199951171875,142.241943359375,120718500
2013-05-16,73.7300033569336,74.0999984741211,73.55000305175781,73.58999633789062,67.9675521850586,27253400,165.77999877929688,166.36000061035156,165.08999633789062,165.33999633789062,141.57408142089844,109913600
2013-05-17,73.97000122070312,74.33000183105469,73.7300033569336,74.30000305175781,68.62330627441406,31114500,165.9499969482422,167.0399932861328,165.72999572753906,166.94000244140625,142.944091796875,129801000
2013-05-20,74.16000366210938,74.43000030517578,73.88999938964844,74.19000244140625,68.52173614501953,25132400,166.77999877929688,167.5800018310547,166.61000061035156,166.92999267578125,142.935546875,85071200
2013-05-21,74.1500015258789,74.54000091552734,73.88999938964844,74.2699966430664,68.59561920166016,25900000,167.0800018310547,167.8000030517578,166.5,167.1699981689453,143.14105224609375,95804200
2013-05-22,74.36000061035156,74.94999694824219,73.23999786376953,73.62000274658203,67.99526977539062,59843200,167.33999633789062,169.07000732421875,165.1699981689453,165.92999267578125,142.0792999267578,244031800
2013-05-23,72.97000122070312,73.69999694824219,72.83000183105469,73.44999694824219,67.8382568359375,48222100,164.16000366210938,165.91000366210938,163.94000244140625,165.4499969482422,141.66827392578125,211064400
2013-05-24,72.95999908447266,73.43000030517578,72.76000213623047,73.41000366210938,67.80133056640625,26430300,164.47000122070312,165.3800048828125,163.97999572753906,165.30999755859375,141.54844665527344,151573900
2013-05-28,74.2699966430664,74.54000091552734,73.66000366210938,73.88999938964844,68.2446517944336,27057100,167.0399932861328,167.77999877929688,165.80999755859375,166.3000030517578,142.3961181640625,143679800
2013-05-29,73.5999984741211,73.80000305175781,73.12000274658203,73.54000091552734,67.92140197753906,32090300,165.4199981689453,165.8000030517578,164.33999633789062,165.22000122070312,141.47134399414062,160363400
2013-05-30,73.56999969482422,74.27999877929688,73.55000305175781,73.93000030517578,68.28156280517578,32390500,165.35000610351562,166.58999633789062,165.22000122070312,165.8300018310547,141.99366760253906,107793800
2013-05-31,73.6500015258789,74.20999908447266,73.16999816894531,73.25,67.65351867675781,38347600,165.3699951171875,166.30999755859375,163.1300048828125,163.4499969482422,139.95574951171875,176850100
2013-06-03,73.26000213623047,73.4000015258789,72.43000030517578,73.37999725341797,67.77361297607422,47613100,163.8300018310547,164.4600067138672,162.66000366210938,164.35000610351562,140.72640991210938,168390700
2013-06-04,73.52999877929688,73.81999969482422,72.69999694824219,73.0,67.42263793945312,35251900,164.44000244140625,165.10000610351562,162.72999572753906,163.55999755859375,140.0499267578125,157631500
2013-06-05,72.76000213623047,73.04000091552734,71.98999786376953,72.05000305175781,66.54521942138672,48654200,163.08999633789062,163.4199981689453,161.1300048828125,161.27000427246094,138.089111328125,211737800
2013-06-06,72.1500015258789,72.41000366210938,71.47000122070312,72.4000015258789,66.86848449707031,62524100,161.1999969482422,162.74000549316406,160.25,162.72999572753906,139.33926391601562,200225500
2013-06-07,72.69999694824219,73.47000122070312,72.5199966430664,73.38999938964844,67.7828369140625,31969800,163.85000610351562,164.9499969482422,163.13999938964844,164.8000030517578,141.11172485351562,188337800
2013-06-10,73.52999877929688,73.76000213623047,73.26000213623047,73.41999816894531,67.81053924560547,25390000,165.30999755859375,165.39999389648438,164.3699951171875,164.8000030517578,141.11172485351562,105667100
2013-06-11,72.69000244140625,73.33999633789062,72.44000244140625,72.69000244140625,67.1363525390625,40278900,163.3000030517578,164.5399932861328,162.74000549316406,163.10000610351562,139.6560516357422,159505400
2013-06-12,73.11000061035156,73.13999938964844,71.73999786376953,71.8499984741211,66.36051177978516,42081900,164.22000122070312,164.38999938964844,161.60000610351562,161.75,138.5001220703125,177361500
2013-06-13,71.75,72.91999816894531,71.55000305175781,72.76000213623047,67.20098876953125,28221500,161.66000366210938,164.5,161.3000030517578,164.2100067138672,140.60650634765625,163587800
2013-06-14,72.76000213623047,72.83999633789062,72.16999816894531,72.27999877929688,66.75765991210938,27690700,164.02999877929688,164.6699981689453,162.91000366210938,163.17999267578125,139.72451782226562,141197500
2013-06-17,72.8499984741211,73.4000015258789,72.5999984741211,72.9800033569336,67.40416717529297,32441900,164.2899932861328,165.22000122070312,163.22000122070312,164.44000244140625,140.80343627929688,136295600
2013-06-18,73.08000183105469,73.72000122070312,73.05999755859375,73.58000183105469,67.95833587646484,24853100,164.52999877929688,165.99000549316406,164.52000427246094,165.74000549316406,141.91661071777344,114695600
2013-06-19,73.5999984741211,73.68000030517578,72.68000030517578,72.76000213623047,67.20098876953125,43145100,165.60000610351562,165.88999938964844,163.3800048828125,163.4499969482422,139.95574951171875,206149500
2013-06-20,71.91999816894531,72.16000366210938,70.79000091552734,71.02999877929688,65.6031494140625,60908400,161.86000061035156,163.47000122070312,158.97999572753906,159.39999389648438,136.48788452148438,321255900
2013-06-21,70.77999877929688,70.97000122070312,69.83999633789062,70.43000030517578,65.25476837158203,51558900,159.63999938964844,159.75999450683594,157.47000122070312,159.07000732421875,136.92604064941406,271956800
2013-06-24,69.8499984741211,70.2699966430664,69.1500015258789,69.7300033569336,64.60621643066406,41492300,157.41000366210938,158.42999267578125,155.72999572753906,157.05999755859375,135.1958465576172,222329000
2013-06-25,70.4000015258789,70.5199966430664,69.80999755859375,70.23999786376953,65.07875061035156,28897400,158.47999572753906,160.10000610351562,157.4199981689453,158.57000732421875,136.49562072753906,162262200
2013-06-26,70.83999633789062,71.0,70.58999633789062,70.87000274658203,65.66244506835938,23742300,159.8699951171875,160.5,159.25,160.13999938964844,137.84713745117188,134848000
2013-06-27,71.23999786376953,71.62000274658203,71.12999725341797,71.16999816894531,65.94041442871094,23545000,161.10000610351562,161.82000732421875,160.9499969482422,161.0800018310547,138.65623474121094,129483700
2013-06-28,70.94999694824219,71.69000244140625,70.79000091552734,71.2699966430664,66.0330810546875,28301100,160.6300048828125,161.39999389648438,159.86000061035156,160.4199981689453,138.08810424804688,160402900
2013-07-01,71.75,72.30000305175781,71.63999938964844,71.70999908447266,66.44076538085938,24942800,161.25999450683594,162.47999572753906,161.0800018310547,161.36000061035156,138.89730834960938,131954800
2013-07-02,71.68000030517578,72.18000030517578,71.3499984741211,71.73999786376953,66.46849822998047,23067900,161.1199951171875,162.3000030517578,160.5,161.2100067138672,138.76817321777344,154863700
2013-07-03,71.4800033569336,72.37000274658203,71.41999816894531,72.02999877929688,66.73725128173828,18847500,160.47999572753906,161.77000427246094,160.22000122070312,161.27999877929688,138.82835388183594,75216400
2013-07-05,72.44000244140625,72.61000061035156,71.86000061035156,72.58000183105469,67.24681091308594,28795900,162.47000122070312,163.0800018310547,161.3000030517578,163.02000427246094,140.32618713378906,122416900
2013-07-08,72.95999908447266,72.98999786376953,72.37999725341797,72.6500015258789,67.31165313720703,20558500,163.86000061035156,164.38999938964844,163.0800018310547,163.9499969482422,141.12669372558594,108092500
2013-07-09,72.98999786376953,73.25,72.6500015258789,73.08999633789062,67.71930694580078,26108600,164.97999572753906,165.3300018310547,164.27000427246094,165.1300048828125,142.14244079589844,119298000
2013-07-10,73.0199966430664,73.62000274658203,72.9800033569336,73.51000213623047,68.10846710205078,25598900,164.97000122070312,165.75,164.6300048828125,165.19000244140625,142.19407653808594,121410100
2013-07-11,74.30000305175781,75.02999877929688,74.25,74.97000122070312,69.461181640625,47768900,167.11000061035156,167.61000061035156,165.17999267578125,167.44000244140625,144.1309051513672,135592200
2013-07-12,75.0199966430664,75.3499984741211,74.81999969482422,75.30000305175781,69.76692199707031,31412600,167.38999938964844,167.92999267578125,167.1300048828125,167.50999450683594,144.19110107421875,104212700
2013-07-15,75.37999725341797,75.5199966430664,75.16999816894531,75.47000122070312,69.92445373535156,19783600,167.97000122070312,168.38999938964844,167.67999267578125,168.14999389648438,144.7420654296875,69450600
2013-07-16,75.52999877929688,75.58999633789062,75.18000030517578,75.37000274658203,69.831787109375,31747100,168.25999450683594,168.36000061035156,167.07000732421875,167.52000427246094,144.19973754882812,88702100
2013-07-17,75.5999984741211,75.73999786376953,75.3499984741211,75.55999755859375,70.00785064697266,24631500,168.16000366210938,168.47999572753906,167.72999572753906,167.9499969482422,144.5699005126953,92873900
2013-07-18,75.55000305175781,75.73999786376953,75.25,75.37000274658203,69.831787109375,36278800,168.30999755859375,169.27000427246094,168.1999969482422,168.8699951171875,145.3617706298828,103620100
2013-07-19,74.72000122070312,74.73999786376953,74.37000274658203,74.58999633789062,69.10910034179688,37732400,168.52000427246094,169.22999572753906,168.30999755859375,169.1699981689453,145.6199951171875,103831700
2013-07-22,74.87000274658203,74.9800033569336,74.58000183105469,74.80999755859375,69.31291198730469,21135900,169.41000366210938,169.74000549316406,169.00999450683594,169.5,145.9040985107422,79428600
2013-07-23,74.94999694824219,74.95999908447266,74.19999694824219,74.26000213623047,68.80335235595703,24739500,169.8000030517578,169.8300018310547,169.0500030517578,169.13999938964844,145.59425354003906,80829700
2013-07-24,74.98999786376953,75.0199966430664,74.33000183105469,74.5,69.02570343017578,24426900,169.7899932861328,169.86000061035156,168.17999267578125,168.52000427246094,145.06053161621094,112914000
2013-07-25,74.8499984741211,75.05999755859375,74.45999908447266,74.97000122070312,69.461181640625,23162200,168.22000122070312,169.0800018310547,167.94000244140625,168.92999267578125,145.41342163085938,111088600
2013-07-26,74.66999816894531,75.37999725341797,74.55000305175781,75.37000274658203,69.831787109375,20885600,168.22000122070312,169.16000366210938,167.52000427246094,169.11000061035156,145.568359375,107814600
2013-07-29,75.22000122070312,75.54000091552734,75.02999877929688,75.2300033569336,69.70207977294922,20958400,168.67999267578125,169.05999755859375,168.11000061035156,168.58999633789062,145.1207733154297,79695000
2013-07-30,75.5,75.94999694824219,75.3499984741211,75.62999725341797,70.07269287109375,24104600,169.10000610351562,169.27999877929688,168.19000244140625,168.58999633789062,145.1207733154297,85209600
2013-07-31,75.77999877929688,76.20999908447266,75.62999725341797,75.7699966430664,70.202392578125,25007600,168.94000244140625,169.85000610351562,168.49000549316406,168.7100067138672,145.22410583496094,142388700
2013-08-01,76.29000091552734,76.6500015258789,76.20999908447266,76.54000091552734,70.91582489013672,16880000,169.99000549316406,170.80999755859375,169.89999389648438,170.66000366210938,146.90260314941406,110438400
